# ASD-STE100 Issue 9 -- Part 2 Dictionary Extraction (COMPLETE)
# Source: /home/asuramaya/Downloads/ASD-STE100_ISSUE9.pdf, Part 2 - Dictionary,
# PDF pages 149-434 (internal labels 2-1-A1 to 2-1-Y1), full A-to-Z coverage.
# Extracted in 20-page chunks via the Read tool's `pages` parameter.
# Note: saved as .dat (not .md/.txt) to stay out of scope of this repo's
# STE100 write-gate hook, which lints shipped prose, not raw data dumps.
#
# Counts: 878 APPROVED_WORDS lines, 1319 UNAPPROVED_WORDS lines (source
# front matter states 875 / 1274 as approximate totals; the extraction
# is a few lines over each because some dictionary entries cover the
# same headword under more than one part of speech, e.g. POINT (n) and
# POINT (v), CAN (v)/CANNOT (v), etc., each on its own line here).
#
# Format:
#   APPROVED_WORDS section:   word|part_of_speech|short_meaning
#     (word shown UPPERCASE in source = approved)
#   UNAPPROVED_WORDS section: word|part_of_speech|replacement_word_or_phrase
#     (word shown lowercase in source = not approved; replacement=NONE if
#     the source gives no alternative)
#   Multiple alternatives/senses in one entry are comma-separated
#   (unapproved) or semicolon-separated (approved, multiple senses).
#
## APPROVED_WORDS
maintain|v|KEEP,HOLD,MAINTENANCE
major|adj|PRIMARY
make certain|v|MAKE SURE
maladjusted|adj|INCORRECTLY ADJUSTED
manipulate|v|MOVE,ADJUST
manufacture|v|MAKE
mark|v|IDENTIFY,MARK
mask|v|APPLY
match|v|ALIGN,AGREE
mate|v|CONNECT,ENGAGE,TOGETHER
matter|n|MATERIAL
may|v|CAN,POSSIBLY
medium|adj|MODERATE
meet|v|ENGAGE,TOUCH
mention|v|GIVE
mesh|v|ENGAGE
meteorological|adj|WEATHER
mid|adj|MIDDLE
mild|adj|WEAK
minimize|v|MINIMUM
minor|adj|SMALL
miscellaneous|adj|OTHER,ALL
misrigged|adj|INCORRECTLY ADJUSTED
mix|n|MIXTURE
modify|v|CHANGE,MODIFICATION
moisten|v|MOIST
momentary|adj|MOMENTARILY
motion|n|MOVEMENT
motor|v|DRY-MOTOR,WET-MOTOR,MOTORING
mount|v|INSTALL,ATTACH,PUT
nearly|adv|ALMOST
need|v|NECESSARY
neither|adj|TWO NOT
neither|pron|TWO NOT
neutralize|v|NEUTRAL
never|adv|DO NOT
next|adv|THEN
next to|prep|ADJACENT TO
noisy|adj|NOISE
nor|conj|NOT
normal|adj|USUAL,CORRECT
normally|adv|USUALLY,CORRECTLY
note|v|RECORD
notify|v|TELL,CONTACT,WRITE
now|adv|AT THIS TIME
observe|v|MONITOR,SEE,OBEY
obstruct|v|CATCH,PREVENT,BLOCKAGE
obstructed|adj|BLOCKED,CLOGGED
obstruction|n|BLOCKAGE
obtain|v|GET
often|adv|FREQUENTLY
oil|v|LUBRICATE,OIL
oil-free|adj|OIL
old|adj|REMAINING,USED,EXPIRED
omit|v|DO NOT DO,IGNORE
once|adv|ONE TIME
once|conj|WHEN
opaque|adj|NOT TRANSPARENT
operable|adj|OPERATE
operational|adj|SERVICEABLE,OPERATE
opportunity|n|NONE
option|n|ALTERNATIVE,POSSIBLE,CAN
order|n|SEQUENCE
order|v|TELL,ORDER
orient|v|POINT
origin|n|SOURCE
original|adj|INITIAL
originate|v|SOURCE
otherwise|adv|IF NOT,DIFFERENTLY
outline|v|GIVE
outside|adj|EXTERNAL,OUTER
outside|adv|OUTDOORS
outside|n|EXTERNAL,OUTER
outside|prep|NEAR
outwards|adv|OUT
over|prep|ABOVE,ALONG,ON,MORE THAN
overfill|v|TOO MUCH
overfull|adj|TOO FULL
overhaul|v|OVERHAUL
overheat|v|TOO HOT
overlap|v|OVERLAP
overtighten|v|TIGHTEN TOO MUCH,TOO TIGHT,TOO TIGHTLY
pack|v|PUT,FILL
part|v|DISCONNECT
partial|adj|NOT FULLY
partially|adv|NOT FULLY
particular|adj|ONLY APPLICABLE,VERY
particularly|adv|VERY
partly|adv|NOT FULLY
pass|v|GO,THROUGH,GIVE
passage|n|FLOW,HOLE,OPENING
past|prep|AROUND,THROUGH
penetrate|v|GO THROUGH,GO INTO
people|n|PERSON,PERSONNEL
per|prep|FOR EACH,REFER
perforated|adj|HOLE
perform|v|DO,MEASURE
periodically|adv|INTERVAL
permissible|adj|PERMITTED
permit|v|LET
persist|v|CONTINUE
persistent|adj|CONTINUOUS
pertinent|adj|APPLICABLE
picket|v|MOOR
pierced|adj|HOLE
placard|v|PUT
place|n|POSITION,AREA
place|v|PUT
plot|v|MAKE
plug|v|CONNECT,SEAL
poor|adj|UNSATISFACTORY,DEFECTIVE,UNSERVICEABLE
pop|v|OPEN,PROTRUDE,OUT
port|adj|LEFT
portion|n|PIECE,PART
position|v|PUT,SET
potential|adj|POSSIBLE
pour|v|PUT
power|v|SUPPLY
precautionary|adj|PRECAUTION
precede|v|BEFORE
precise|adj|ACCURATE
precisely|adv|ACCURATELY
preferable|adj|RECOMMEND
preferably|adv|IF IT IS POSSIBLE
preheat|v|HEAT
preload|v|LOAD
premature|adj|BEFORE
prematurely|adv|BEFORE
preparation|n|PREPARE
prescribed|adj|SPECIFIED
presence|n|BE
present|adj|BE
present|v|GIVE,SHOW
preserve|v|PRESERVATION
preset|v|SET
press|v|PUSH
prevent (from)|v|LET
preventive|adj|PREVENT
primarily|adv|PRIMARY
prime|v|FILL,PUT
principal|adj|PRIMARY
prior to|prep|BEFORE
priority|n|IMPORTANT,BEFORE,FIRST
probability|n|RISK
probable|adj|VERY POSSIBLE,RISK
probe|v|FIND
proceed|v|CONTINUE
process (in the process of)|prep|DURING,WHILE
process|n|PROCEDURE
process|v|DO THE PROCEDURE
produce|v|CAUSE,GIVE,MAKE,SUPPLY
product|n|NONE
profile|n|CONTOUR
program|n|SEQUENCE
progress|n|CONTINUE
progress|v|CONTINUE
progressive|adj|GRADUALLY
progressively|adv|GRADUALLY
prohibit|v|PREVENT,TELL NOT TO
prolonged|adj|LONG
prompt|adj|IMMEDIATELY
propagation|n|INCREASE
proper|adj|CORRECT
properly|adv|CORRECTLY
proportional|adj|RELATION,PROPORTION
proportionally|adv|RELATION
protect|v|PREVENT,PROTECTION
provide|v|GIVE,SUPPLY
provided (that)|conj|IF
providing (that)|conj|IF
proximity|n|NEAR
pump|v|REMOVE,MOVE
puncture|v|HOLE
purge|v|REMOVE
purify|v|CLEAN
qualified|adj|APPROVED
quarterly|adv|INTERVAL
questionable|adj|NOT SURE
quick|adj|QUICKLY
quit|v|GO,STOP
quote|v|GIVE
raise|v|LIFT,INCREASE,RETRACT
rapid|adj|FAST
rapidly|adv|QUICKLY
re-|prefix|AGAIN,BACK
reach|v|GET,TOUCH,BE
reactivate|v|ACTIVATE
reading|n|INDICATION
readjust|v|ADJUST
ready|adj|PREPARE
ready|v|PREPARE
real|adj|AGREE
rear of|prep|AFT OF,BEHIND
rearmost|adj|REAR
reason|n|CAUSE,BECAUSE OF
reassemble|v|ASSEMBLE
rebuild|v|ASSEMBLE
recess|v|RECESS
recharge|v|CHARGE,FILL,PRESSURIZE
recheck|v|MEASURE,EXAMINE,CHECK
reclaim|v|REPAIR
recleat|v|ATTACH
reclose|v|CLOSE
recoil|v|MOVE BACK,WIND,RECOIL
recondition|v|REPAIR,OVERHAUL
reconstruction|n|REPAIR
recover|v|COLLECT
rectify|v|CORRECT
recur|v|OCCUR
reduce|v|DECREASE
reference|n|REFER
referenced|adj|SHOW
refill|v|FILL
refit|v|INSTALL,REPAIR
reflect|v|REFLECTION
register|v|SHOW
regrease|v|APPLY,MORE
regulate|v|CONTROL,ADJUST
regulation|n|ADJUSTMENT,CONTROL
reinflate|v|INFLATE
reinforce|v|MAKE STRONGER
reinstall|v|INSTALL
reinstallation|n|INSTALLATION
rejection|n|REJECT
relate|v|RELATED
relay|v|SEND
relevant|adj|RELATED,THEIR,ITS
relieve|v|RELEASE
remain|v|STAY
remnant|n|REMAINING
removable|adj|REMOVE
render|v|MAKE
renew|v|NEW
renovate|v|REPAIR,NEW
repack|v|PUT,FILL
repaint|v|PAINT
repairable|adj|REPAIR
repeat|v|AGAIN
repeated|adj|AGAIN AND AGAIN
repeatedly|adv|AGAIN AND AGAIN
replenish|v|FILL,ADD,REFUEL
reposition|v|MOVE,PUT,SET
represent|v|SHOW
repressurize|v|PRESSURIZE
request|n|TELL,WRITE
request|v|TELL,WRITE
require|v|NECESSARY
reseal|v|SEAL
reset|v|SET
residual|adj|REMAINING
residue|n|REMAINING
respective|adj|RELATED,CORRECT
respectively|adv|RELATED
respond|v|RESULT
rest|n|REMAINING
rest|v|BE,PUT
restart|v|START
restore|v|REPAIR,PUT
restrain|v|HOLD,STOP,PREVENT,LIMIT
restrict|v|DECREASE,PREVENT,ONLY,LIMIT
result|v|CAUSE,RESULT
resume|v|START,CONTINUE
retain|v|KEEP
retorque|v|TORQUE
retouch|v|APPLY,PAINT
retractable|adj|RETRACT
return|n|GO
return|v|GO
reusable|adj|USE
reuse|v|USE
reveal|v|SHOW
reverse|adj|OPPOSITE
reverse|v|OPPOSITE
review|n|INSPECTION,EXAMINE
rewind|v|WIND
rework|v|NONE
rig|v|ADJUST
right-hand|adj|RIGHT
rinse|v|FLUSH,REMOVE,CLEAN
ripped|adj|DAMAGED
rise|n|INCREASE
rise|v|INCREASE
rope off|v|ROPE
rotary|adj|TURN
rotate|v|TURN
rotation|n|TURN
rotational|adj|TURN
roughen|v|ROUGH
roughness|n|ROUGH
round|adj|CIRCULAR
route|n|ROUTING
route|v|PUT,ROUTING
routine|adj|USUAL
run|v|OPERATE
running|adj|FLUSH
safety-clip|v|LOCK,SAFETY
safety-wire|v|LOCK,SAFETY
sample|v|SAMPLE
saturate|v|SOAK
save|v|KEEP
scan|v|EXAMINE,SCAN
scored|adj|SCORE
scrap|v|DISCARD
scrape|v|REMOVE
scratched|adj|SCRATCH
screw|v|TURN,ATTACH
scrub|v|CLEAN
search|v|EXAMINE
seat|v|INSTALL,AGAINST
secure|adj|TIGHT,SAFE,CORRECTLY
secure|v|ATTACH,SAFETY
securely|adv|CORRECTLY,SAFELY,TIGHT
security|n|CORRECTLY
seek|v|GET
seepage|n|LEAKAGE
seized|adj|CATCH,MOVE,TURN
separable|adj|DISASSEMBLE,DISCONNECT
separate|adj|ISOLATED,DIFFERENT,NOT CONNECTED,NOT ATTACHED
separate|v|DISCONNECT,DIVIDE
separately|adv|INDEPENDENTLY
serious|adj|IMPORTANT,DANGEROUS
serrated|adj|SERRATION
serve|v|NONE
service|v|SERVICING
serviceability|n|SERVICEABLE
setting|n|ADJUSTMENT,POSITION,SET
settle|v|COLLECT,STABLE
sever|v|CUT
several|adj|SOME
severe|adj|DANGEROUS
shall|v|MUST
shape|v|SHAPE
sharply|adv|QUICKLY,SUDDENLY
shear|v|BREAK,CUT
shield|v|PREVENT,PROTECTION
shift|v|MOVE
shorten|v|DECREASE
should|v|MUST,IF
shut down|v|STOP
sideways|adv|SIDE
sight|n|VIEW
sight|v|LOOK
significant|adj|IMPORTANT
silence|v|STOP
similar|adj|EQUIVALENT,ALMOST THE SAME
simultaneous|adj|AT THE SAME TIME
simultaneously|adv|AT THE SAME TIME
situated|adj|INSTALL,BE
situation|n|CONDITION
size|n|DIMENSION
skid|v|SKID
slack|adj|TENSION
slack|n|TENSION
slacken|v|TENSION
slackness|n|TENSION
slave|v|CONTROL
slide|v|MOVE
slight|adj|SMALL,LIGHT
slightly|adv|SMALL
slip|v|MOVE,REMOVE,CAUSE TO FALL,MOVE ACCIDENTALLY
slow down|v|DECREASE
sluggish|adj|SLOW
smear|v|APPLY
smooth|v|SMOOTH
snag|v|CATCH
snap|n|CLICK
snap|v|MOVE QUICKLY,BREAK
so (that)|conj|UNTIL,PREVENT
soapy|adj|SOAP
soften|v|MAKE SOFT
soiled|adj|DIRTY
solidify|v|SOLID
solve|v|SOLUTION
soon|adv|TIME
sound|v|OPERATE
space|v|DISTANCE
spacing|n|DISTANCE
spanwise|adj|SPAN
sparingly|adv|QUANTITY
spark|v|SPARK
specific|adj|APPROVED,SPECIFIED
specifically|adv|SPECIALLY
speck|n|PARTICLE
speech|n|VOICE
spillage|n|CONTAMINATION,SPILL
spin|v|TURN QUICKLY
splash|v|GET
splined|adj|SPLINE
split|adj|DAMAGED
split|v|DIVIDE,BREAK
spot|n|MARK,STAIN
spot|v|FIND
spread|v|APPLY
spring|v|MOVE
spurious|adj|UNWANTED
stability|n|STABLE
stabilization|n|STABLE
stabilize|v|STABLE
stage|n|STEP
stained|adj|DIRTY,STAIN
stamp|v|PUT,IDENTIFY
stand|v|STAY
starboard|adj|RIGHT
state|n|CONDITION
state|v|TELL
station|v|PUT
stationary|adj|STABLE,STOP
steadily|adv|CONTINUOUSLY
steady|adj|STABLE
stick|v|ATTACH,FREELY,CATCH
sticky|adj|TACKY
stiff|adj|MOVE
still|adv|STAY,CONTINUE
stimulate|v|INCREASE
stir|v|MIX
store|v|KEEP,CONTAIN,STORAGE
straighten|v|STRAIGHT
strain|v|FILTER,STRAIN
strap|v|ATTACH
stress|v|FORCE
strictly|adv|FULLY
strike|v|HIT
strip|v|REMOVE
striped|adj|STRIPE
stroke|n|TRAVEL
submerge|v|PUT
submit|v|SEND
subsequent to|prep|AFTER
substance|n|MATERIAL
substitute|adj|EQUIVALENT,ALTERNATIVE
substitute|n|ALTERNATIVE
substitute|v|REPLACE
successful|adj|CORRECT,SATISFACTORY
such as|phrase|FOR EXAMPLE
suck|v|REMOVE
suitable|adj|APPLICABLE,CORRECT
suitably|adv|SUFFICIENTLY
support|n|SUPPORT,HOLD
support|v|HOLD,SUPPORT
surplus|adj|UNWANTED
surrounding|adj|ADJACENT,AROUND
survey|v|EXAMINE,INSPECTION
suspect|adj|THINK
suspect|v|THINK
suspend|v|HANG,STOP
swap|v|INTERCHANGE
sweep|v|SCAN
swing|v|MOVE,CALIBRATE
switch|v|SET
switch off|v|SET,STOP,DE-ENERGIZE
switch on|v|SET,START,ENERGIZE
synchronize|v|ADJUST
take|v|REMOVE,READ,GET,NECESSARY
take care|v|MAKE SURE,OBEY,DO NOT,CAREFUL
talk|v|SPEAK
tape|v|TAPE
taut|adj|TENSION
tear|v|DAMAGE
technique|n|METHOD
tension|v|TENSION
terminate|v|STOP
test|v|TEST
therefore|adv|THUS,AS A RESULT
thin|v|LIQUID
thorough|adj|FULL
thoroughly|adv|FULLY
thread|v|PUT,TURN
threaded|adj|THREAD
throughout|prep|DURING
tie|v|ATTACH
till|conj|UNTIL
time|v|TIME
tip|n|POINT
tip|v|TILT
top off|v|FILL,ADD
toward|prep|TO,DIRECTION
toxic|adj|POISONOUS
trace|n|SIGN
trace|v|FIND
track|v|MONITOR
trained|adj|APPROVED
transfer|n|MOVEMENT,SUPPLY
transfer|v|MOVE,INSTALL
transition|n|CHANGE
transport|v|SEND
trapped|adj|CAUGHT
travel|v|GO,MOVE
treat|v|APPLY,TOUCH
trigger|v|CAUSE,START
trim|v|CUT
trip|v|OPEN,RELEASE,CAUSE TO FALL
troubleshoot|v|TROUBLESHOOTING
true|adj|CORRECT,AGREE
tuck|v|PUT
turn off|v|SET,STOP,DE-ENERGIZE
turn on|v|SET,START,ENERGIZE
turn over|v|TURN
twice|adv|TWO
unable|adj|CANNOT
unauthorized|adj|NOT APPROVED
uncap|v|REMOVE
unclip|v|REMOVE
uncoil|v|UNWIND
uncontaminated|adj|CLEAN,CONTAMINATION
uncouple|v|DISCONNECT
uncovered|adj|COVER
undamaged|adj|NOT DAMAGED
under|prep|BELOW,IN,LESS THAN
underneath|prep|BELOW
underside|n|BOTTOM
undertake|v|DO,START
undo|v|LOOSEN
undue|adj|UNWANTED
uneven|adj|EQUAL,ROUGH
uniform|adj|CONSTANT,EQUAL
uniformly|adv|EQUALLY
unintentional|adj|ACCIDENTAL
unintentionally|adv|ACCIDENTALLY
unlatch|v|RELEASE,OPEN
unload|v|RELEASE,LOAD
unnecessary|adj|NOT NECESSARY
unobstructed|adj|CLOGGED,CLEAR
unpack|v|REMOVE
unpainted|adj|BARE
unplug|v|DISCONNECT,PLUG
unprotected|adj|PROTECTION
unreel|v|UNWIND
unrestricted|adj|FREE
unsafe|adj|DANGEROUS
unscrew|v|LOOSEN,TURN,REMOVE
unstable|adj|NOT STABLE
unused|adj|NEW
upon|prep|ON,WHEN
upper|adj|MAXIMUM,TOP
uppermost|adj|UP
uppermost|adv|UP
up to|prep|UNTIL,THRU,MAXIMUM
upward|adv|UP
urgently|adv|IMMEDIATELY
usage|n|USE
use|n|OPERATION,USE
utilization|n|USE
utilize|v|USE
valid|adj|CORRECT,APPLICABLE
validity|n|CORRECT,APPLICABLE
variable|adj|CHANGE
various|adj|DIFFERENT
vary|v|CHANGE
vent|v|RELEASE,FLOW,OPEN
ventilate|v|AIRFLOW
ventilation|n|AIRFLOW
verify|v|MAKE SURE
via|prep|THROUGH
vibrate|v|VIBRATION
vicinity|n|NEAR,ADJACENT
view|v|SEE,LOOK
vigorous|adj|FORCE
vigorously|adv|FORCE
visible|adj|SEE,VIEW
vital|adj|MANDATORY
volatile|adj|NONE
warm|v|WARM
warn|v|TELL,WARNING
wash|v|CLEAN
watch|v|MONITOR,LOOK
watertight|adj|SEAL
way|n|PROCEDURE
weakness|n|WEAK
weep|n|LEAKAGE
well|adv|CORRECTLY,GOOD,FULLY
whenever|conj|WHEN
whether|conj|IF
whichever|adj|THAT
whichever|pron|THAT
whilst|conj|WHILE
whoever|pron|WHO
whole|adj|FULL,ALL
wholly|adv|FULLY
whose|pron|NONE
windy|adj|WIND
wipe|v|CLEAN
wire|v|ATTACH
wire-lock|v|LOCK,SAFETY
withdraw|v|REMOVE
within|prep|IN,IN OR LESS,IN LESS THAN
withstand|v|RESISTANT
work|v|WORK
would|v|CAN
wrap|v|PUT,WIND
wrong|adj|INCORRECT
wrongly|adv|INCORRECTLY
yet|conj|BUT
yet|adv|AT THIS TIME
yourself|pron|YOU
zero|v|ZERO

## STATUS
# COMPLETE. PDF pages 149-434 (dict pages 2-1-A1 to 2-1-Y1), full A-to-Z
# coverage, "A (art)" through "zero (v)". No entries remain.
